,content,sentiment
13308,looking forward following journey endeavor,0
13309,told personal site lot goody check come,0
13310,thank ure wondering check brand,2
13311,,2
13312,pretty took like hour ur,1
13313,oh great,0
13314,life new level trying trust god,1
13315,ask send hi sister,2
13316,aw feel better hope arent getting sick know nurse,0
13317,finally going home long night ready crash awesome dream,0
13318,finger crossed,2
13319,selling version workshop photo recovery mode eh,0
13320,moving rain fun day,2
13321,,0
13322,time play,2
13323,wish look like little boy,2
13324,new mobile loo finger crossed work left contract,1
13325,people stalker,1
13326,lost voice,1
13327,song find ur way home montana,2
13328,free twitter tool follower,2
13329,need help image let know forum link,0
13330,,2
13331,like x,2
13332,lost help find good home,1
13333,love,0
13334,twitter tavern bore,2
13335,guess mention proposal site,2
13336,yes hate boy,3
13337,hey guy announce marathon let ready couple episode,0
13338,dope love stop drinking juice stop twittering rest,0
13339,waiting bus miss car,1
13340,hurt,1
13341,thanks prop,0
13342,way worse didnt hello,1
13343,brother microbe,1
13344,feeling great today,1
13345,yep live learn,0
13346,hard ur guy person change cause hard change,2
13347,think maybe cold,1
13348,hurt bad,0
13349,best friend entire world thank making banquet today special,0
13350,energy sweetie,0
13351,bloody free kick min second close going,2
13352,finished old clothes ache,1
13353,sigh day work,1
13354,getting use power cutting,2
13355,getting ready work dont work,1
13356,lot time stupid contract month change provider,1
13357,got key fancy,2
13358,think computer sick,1
13359,woo knew convert think way friendly,2
13360,feel sick,1
13361,havent bed got second wind guess edit read feel tired huh,1
13362,mother day,0
13363,hater,2
13364,twist u follow ill love u forever,0
13365,thats like,1
13366,mark issue find lot issue,0
13367,major problem wont let send text help,1
13368,thats great hope ill study live,0
13369,lucy upset tummy sore leg,1
13370,amazing tonight amazing act got sent home,0
13371,movie cry movie movie mad cry,1
13372,time today cream chicken mushroom,0
13373,lost ba enlisted class conflict,1
13374,better nodding,1
13375,want face somatic drawing want leopard theme somatic theme big fan,1
13376,tell friend tell friend tell friend,0
13377,pretty exciting tho,0
13378,feel like warm thing,0
13379,immigrant passport pant genius,0
13380,actually good,0
13381,tonight,2
13382,use external track ball excessive totally efficient,1
13383,dont know know come,2
13384,ready,0
13385,load peso,1
13386,cant help,1
13387,bought scarf successfully morning wear breakfast removing tag,0
13388,love fly live chat dont like sick,2
13389,happening,2
13390,send message time answer love luck,0
13391,oh way wonder feel like snow,2
13392,wish van come round,0
13393,lot people following unfollowed lot yer boring helpful,1
13394,happy mother day world love world cant wait celebrate woo,0
13395,po,2
13396,writing paper lot harder thought,0
13397,continue delight amber great job backing video kudos,0
13398,cried whilst watching need life,1
13399,,0
13400,twitter approve heartedly,0
13401,sorry hard finding free stuff like like,1
13402,bed church morning happy mother day,0
13403,think haircut bad yesterday bad tho,0
13404,checked library girl dragon tattoo checked,2
13405,admit soft spot captain slow,0
13406,oh cool love fast furious cant wait new,0
13407,tired miss,1
13408,gear baby,0
13409,excellent look like competition,0
13410,marina sware god ill end till oclock night sleepy,1
13411,test test,2
13412,wow,1
13413,happy mother day blockhead wonderful day,2
13414,school right,2
13415,love cute message especially,2
13416,barrel hey barrel,1
13417,definitely,1
13418,right broke,1
13419,learn walk day sprint sprinkler,2
13420,rain good thing getting dude,0
13421,,1
13422,neighbor dog hit damn car feeling sad,1
13423,sound lovely hope great day,0
13424,hour famine start,0
13425,looking forward new week presentation book store today interesting sale seminar,2
13426,know sprain repetitive injury,1
13427,alright,1
13428,meeting min,1
13429,miss going lake got channel miss baby love x,1
13430,got new sneak wait break rain,2
13431,wasnt funny look face pic sad bad job mike poor k b e,1
13432,morning,0
13433,bugger nice typically heading,0
13434,love hard end meet job situation,0
13435,ill look report,0
13436,insomniac,1
13437,thats meant automatically hit button twice,1
13438,church,2
13439,concert tonight,1
13440,actually starting like lily music honest,1
13441,like cool chick pretty,0
13442,hope enjoying looking real good right,0
13443,tweet miss phone miss,0
13444,al mommy wont let blah,0
13445,morning know havent slept,0
13446,flash lost roof sad day,1
13447,love better happy freak cant stop smiling enjoy,0
13448,hour later drunk drive shame drink peak spirit right,1
13449,yeah thought awesome glad character like gambit brought fold,0
13450,computer running slow today driving batty guess time remove file want mac,1
13451,sad thing love sexy crooked body want sex,0
13452,ya showing mum let know,0
13453,tonight night jay leno cry like baby,1
13454,fun,1
13455,beer excellent excuse sweating god know looking forward working tomorrow,0
13456,happy star war day th,0
13457,wow didnt realize seat far hope enjoy ticket,1
13458,spent quid gone,1
13459,sorry hear sweetness taken pain,1
13460,wedding anniversary meal yest proper meal wife rohan born checked phone time,1
13461,net guess bought featured hopefully business,0
13462,start thanks person bitch,3
13463,weekend wasnt great better,0
13464,right drummer,0
13465,cant find camera,2
13466,today cold dont want infect miss session,0
13467,weekend labour hard work ahead,0
13468,got attic w art work included good time broke head phone bad time happy buy attic,1
13469,need hug find place live new job,1
13470,better soon dude typical bedtime look talking late,2
13471,movie experience joe,0
13472,eat,0
13473,face stupid thanks miss ha,0
13474,yeah text car broken,1
13475,feeling like want cry dont feeling stomach throat start hurt,1
13476,new song cobra starship amazing,0
13477,hear totally paranoid bit hair touched ear cheek mad ha,1
13478,warm start digging,2
13479,book panel listed program tomorrow room e,1
13480,thanks south holiday,0
13481,swine flu whats ur schedule like week need catch,2
13482,ugh week push produce pack produced pain,1
13483,spending time si aunt great mother day,0
13484,living ignorance,1
13485,sneezing hurt,2
13486,starting spoil pug brother away miss,1
13487,good morning tweeter world,1
13488,gorgeous weather bike,1
13489,let,2
13490,hate bit,3
13491,suppose b aw nice tweeter doesnt sound,0
13492,good luck finally long time finally coming true,0
13493,late night oracle,1
13494,romance zero funny,1
13495,suspended,2
13496,detail glad better,1
13497,music,2
13498,ah fudge cooky boo,0
13499,tired want crawl bed,1
13500,finally relax day,0
13501,drink,0
13502,sadly brother told life bummer,0
13503,received mother day card lovely daughter wishing happy mother day,0
13504,thanks major chop,2
13505,think good stood,1
13506,episode cried saw home video cute,0
13507,repeat final second game damn official happy mother day,0
13508,yesterday granulation tonight,1
13509,wow nice,0
13510,work super slow baby far away day,1
13511,wow draw fire thats row theyre losing game need win soon,2
13512,yea saw sad commercial,1
13513,russia today cracking economics aswell,1
13514,seriously dont feel cant,1
13515,long day mow lawn,2
13516,day sleep migraine thought life meant,1
13517,going star trek babe actually excited hah,0
13518,reading magazine,2
13519,physical therapy,2
13520,beer garden night shame got work tomorrow,1
13521,night owl queen,1
13522,got meet tomorrow midday hopefully finger crossed sorted head hurting,1
13523,book sure,2
13524,think best friend hate b know thing,1
13525,glorious week best holiday think dont want home morning,0
13526,love night hour,0
13527,moving hard work night house grew,1
13528,jimmy eat world initial favorite band,0
13529,thought star trek person wasnt crazy new movie,2
13530,cousin wake,2
13531,cry,1
13532,yes love miss told privately,0
13533,epic song,0
13534,damn like slightly charge pop sad,1
13535,thanks sad alist,2
13536,blow sorry cut short wont work didnt guy watching love u guy,0
13537,moment root issue version muse fan like,2
13538,nice page word love,0
13539,happy star war day,0
13540,cause nice busy,0
13541,sissy,0
13542,wish tomorrow especially weather fair,1
13543,head hurting,1
13544,forget completely ur twit,1
13545,street fighter seth,0
13546,new implementation test discovery time loader good start think,0
13547,happy mother day good,0
13548,,2
13549,til,2
13550,come teach,2
13551,thank,0
13552,hate,1
13553,damn miss,1
13554,fancy right,0
13555,want experience snow dont snow suck,1
13556,apple ad aside id recommendation real people real experience seek,1
13557,work soon lame going miss hope win,1
13558,today suck broke yah broke awful vodka,0
13559,high,1
13560,long lost friend,0
13561,think mo old bromeliad need new pet plant,1
13562,finishing quick magazine article cap cant wait book,0
13563,dont time going worse girl r home summer stink,3
13564,nice cheer liking lack today,0
13565,man starting rain real hard,1
13566,wouldnt given change c fan,0
13567,found swing set sale block home super cheap want phone listed,1
13568,thank,0
13569,congratulation calling boy,0
13570,sexy men,0
13571,thing today younger brother ran dog yeah know going surgery weekend,1
13572,god,1
13573,wrong tired barely eye open toss turn bed,0
13574,observation aside pretty cute girl downtown sa,1
13575,watching love,0
13576,soon,0
13577,good know feeling hope soon,1
13578,rang drunk confiscate phone hate lot,3
13579,doesnt believe spending thousand perfect wedding happy happy couple perfect wedding,1
13580,want punch baby,1
13581,fam disown werent come got weekend mixed,1
13582,understand sick guess dad like,0
13583,smack,2
13584,mind,2
13585,church,2
13586,sitting car charging phone charger left home,0
13587,,2
13588,girl stop student cant afford pop hooked,0
13589,blackberry messenger rock basically user u add like ur friend save text,0
13590,welcome let suggest love em news algae fish today,1
13591,sure ur water soil,2
13592,kat great job great character watched underbelly,1
13593,hot sat office sun,1
13594,mother day,2
13595,yes ill ice ice tea,2
13596,die gosh die til movie award,1
13597,cant test license yesterday,1
13598,catching house season finale,0
13599,going bill,2
13600,happy mother day mother read,0
13601,watched new advert love,0
13602,going tonight,2
13603,received k bib timing chip hip injury mean wont breaking k time,0
13604,baby miss,1
13605,happy year,0
13606,line talk,1
13607,watch wait tomorrow need wo cheek ear red hair,2
13608,new lens working worked bit fee error,1
13609,doesnt want exam week,1
13610,thanks feedback life oil,0
13611,dont think tried peanut butter toast,2
13612,,1
